2.924811631984202132e-01,-2.378119704847733995e-01,-3.233179041723133890e-02,-7.130505991773570251e-01,1.806206844951378399e+00,-2.478145740340103806e-02,-2.058892728689813711e-01,9.399590430643027794e-01,1.859592692973034145e-01,3.318935409892101451e-01,3.291999303247255537e-01,1.554486339151343599e-01,2.028836820772841540e-02,1.056009604686352146e-02,1.571480092934819661e-02,4.114648201728767218e-01,4.534667885750447436e-01,3.037817057701665546e-01,-5.305866190950540018e-01,-6.716565899487094704e-01,-3.141766950274924031e-01,-7.334378218873137678e-01,1.794452533007020012e+00,-4.618039203087544869e-02,-9.455976220539086263e-01,2.080752256545791989e-01,-2.658880081559344966e-01,8.343535149151709573e-01,5.178794065708719474e-01,2.372432999713074975e-01,-6.769777488417189071e-01,1.824292085155872156e+00,-2.283141190932761605e-03,3.324012765479560927e-01,1.693436366915160640e+00,7.995327259543866250e-01
6.924511620617949947e-02,-1.926335848329081488e-02,4.723070737614988857e-01,-7.668454929472274806e-01,1.780025206472534149e+00,-8.494786952004752811e-02,-5.449527831206404382e-01,7.256972111915579449e-01,5.772212294361513951e-01,4.346948115992208539e-01,8.196733944816421147e-01,5.432458636666330776e-01,5.093948020120126624e-02,2.863179717198788624e-02,1.828578647997777459e-02,2.725455523102415234e-01,2.982291446286565173e-01,4.783028478359722668e-01,-7.057081666641138451e-01,-1.714976185351784643e+00,-4.288234115716183514e-01,-8.817916455988409341e-01,1.712169851521764485e+00,-1.026787401650666315e-01,-1.152789762558941611e+00,9.431700116076881246e-02,-2.712307851670151537e-01,8.637188054916702384e-01,2.007698680741766939e+00,1.547614467139480254e+00,-7.197802087886723266e-01,1.805692372316461736e+00,-4.029786804099360492e-02,-1.881559718660009428e-01,1.244856460161139822e+00,1.429486766533854425e+00
5.910143467540412976e-01,-1.701994622683116742e-01,6.454161413905344924e-01,-1.031657060651133051e+00,1.581830149548063780e+00,-1.796461889316267047e-01,-9.762627917282198364e-01,2.859798602489461161e-01,6.307137196870339357e-01,7.955843390015484573e-01,8.631415979665214566e-01,5.779268959239487469e-01,7.653458574556663840e-02,7.128702646210979821e-02,5.052221365267046266e-02,3.909398557457324785e-01,3.427116904052407431e-01,9.863570684917631892e-01,-1.123380001231973457e+00,-1.714976185351784643e+00,-4.805912726670840684e-01,-1.115049114537816521e+00,1.503319557498146164e+00,-2.550206819255542157e-01,-1.719925364239089705e+00,-2.947806587745220863e-01,-8.559963769405641854e-01,1.737673400868567253e+00,1.397351701722686634e+00,1.623249217388353483e+00,-8.817916455988409341e-01,1.712169851521764485e+00,-1.016897355330717151e-01,-2.273743656114073641e-01,9.125389786180196916e-01,1.916607172001965953e+00
6.781706512176524093e-01,-2.485438161194903073e-01,4.258811559532645896e-01,-9.993745251578959321e-01,1.562228659558697386e+00,-3.339223435404589657e-01,-8.423571710263113577e-01,-2.226190988400874593e-01,-1.976322957231744781e-01,6.196945684844274993e-01,6.646981948538893681e-01,5.320066835236567648e-01,3.103598935934158767e-02,2.268127643703913773e-02,5.277147993541217441e-02,2.718749796363377769e-01,2.839343106764879998e-01,5.090578772931827478e-01,-4.434506410276886634e-01,-1.460111411523583147e+00,-4.777538589044916240e-01,-1.057928508330792550e+00,1.517616258119990347e+00,-4.258960140631849467e-01,-1.184604481945442656e+00,-6.660262884944152528e-01,-9.033682506892279918e-01,1.990003169623229873e+00,8.148375475906957099e-01,1.206929321642226771e+00,-9.569445753022887136e-01,1.593393219822205165e+00,-2.550206819255542157e-01,-4.150176739631987743e-01,3.780540866639446884e-01,7.543304391694970468e-01
3.399327040403938849e-01,4.505740967046902024e-02,-4.923705043903603418e-02,-1.019662526584443452e+00,1.449001549242789899e+00,-4.899077109701054922e-01,-9.745965939265003319e-01,1.052488504273841052e-01,-1.840425494575947674e-01,7.912755555234063376e-01,4.804522280420170932e-01,7.405739347108089010e-01,2.490628454916101950e-02,3.485593847006168006e-02,5.646354674744275687e-02,5.469697216083616587e-01,4.484582271019093569e-01,6.709056697137801839e-01,-8.086539452568091146e-01,-1.017043489488849151e+00,-1.363526398996179889e+00,-1.051026459161557458e+00,1.397580637832246842e+00,-5.888205340522142395e-01,-2.000935979271733611e+00,-6.279506677229925726e-01,-1.571413255295359690e+00,2.004643738714871226e+00,1.029016173622660402e+00,1.022741326307348597e+00,-9.551085084115703561e-01,1.517616258119990347e+00,-4.258960140631849467e-01,-8.530012462157121611e-02,8.858773241682459387e-01,9.972963405458358244e-01
-4.283033864354671705e-01,-1.575209078214172831e-01,-5.362945798848898216e-01,-8.954575530709143472e-01,1.411257576915032619e+00,-6.420586864721254949e-01,-1.606033401126028271e-01,-1.192532956996065430e+00,5.393540060470962058e-03,5.832508428042360027e-01,3.650553529392618346e-01,7.848340791266656957e-01,5.507585545227575846e-02,1.703762265989228544e-02,3.579050350815898146e-02,5.685439096106731371e-01,5.850656781945869911e-01,4.839296287911072358e-01,-1.611284727704372477e+00,-1.092124369358734803e+00,-2.157120773650340162e+00,-9.614219492119649990e-01,1.383667574947139434e+00,-7.099191134227686995e-01,-1.169203433243735546e+00,-2.118517540657438580e+00,-8.548476458167119096e-01,5.086818058374810159e-01,4.016390188427994001e-01,5.363134240695733856e-01,-8.211160811002932158e-01,1.434368063451384012e+00,-5.880533742511759865e-01,8.586137888734843848e-01,1.363057387751819838e-01,7.209973983470571168e-01
-3.695487372343589927e-01,-1.164380530401625952e-01,-8.761042450758273203e-02,-7.402270840904047189e-01,1.369739365586407187e+00,-7.630749644641053875e-01,-2.593214719812720337e-01,-5.854267042010621314e-01,-2.553107647756961418e-01,7.398704437956831192e-01,8.047013153622304404e-01,6.105317550905073887e-01,5.180671100810815138e-02,1.008179624696563595e-02,2.701519869418720840e-02,3.466331899920629400e-01,3.724000539648369967e-01,5.906051936663404556e-01,-1.707098278008485570e+00,-1.589106384479169520e+00,-1.211843200446284685e+00,-8.266205029422851736e-01,1.355247930250362609e+00,-7.929009013256528293e-01,-1.006885052105401135e+00,-1.311566426400241125e+00,-1.404437534089832296e+00,9.745305377848804129e-01,1.079422174960902758e+00,5.817174291353419679e-01,-6.767446363020309663e-01,1.388928338028090348e+00,-7.099191134227686995e-01,3.546894769610285936e-01,9.951259257137277936e-02,5.967461363875962155e-01
-1.530952664960077703e-01,-3.040262756879822392e-01,-1.981309449913220416e-02,-6.766406814252079460e-01,1.364655404270198824e+00,-7.927790644575328782e-01,2.244062928972292426e-01,-8.091358484233213133e-02,2.927852831107115028e-01,6.586571670562716418e-01,6.372198434807176959e-01,5.904592388808798109e-01,2.751224818789767268e-02,7.511400103610684810e-03,1.338330528123977785e-02,4.779241617082356508e-01,2.915968865780044772e-01,5.255918988282587412e-01,-1.073591133464018688e+00,-1.136543050439252855e+00,-9.866889135314604875e-01,-7.417002499150469053e-01,1.347714300173481483e+00,-8.105324972362117908e-01,-6.814263125468400517e-01,-5.765334130008898939e-01,-5.101233286466305694e-01,1.422251314189836746e+00,1.117438671575151421e+00,1.263220468740810398e+00,-6.476152223231220750e-01,1.374431309840993931e+00,-7.606321456429546712e-01,1.127437789229479792e+00,5.165945341000588442e-01,1.120775017244602711e+00
3.965177839954862615e-01,2.128502483194846806e-01,-4.291289596972118758e-01,-7.829195642021917756e-01,1.428121605155174167e+00,-6.945681538011166944e-01,8.347969774667886034e-01,3.702249284257115303e-01,3.814444036959419582e-01,7.616991288416183892e-01,7.029504577641927376e-01,5.862815241978003300e-01,4.258204026810677445e-02,2.686042939464585930e-02,4.501075111503317211e-02,2.331712225088558577e-01,5.753899581668127095e-01,2.633312556670943660e-01,-6.029768723529733698e-01,-1.116594719835565241e+00,-1.609691958119275901e+00,-8.756543173369436550e-01,1.374431309840993931e+00,-7.606321456429546712e-01,3.559166454297646442e-01,-2.760632663753280758e-01,-1.623050280045255089e-01,1.854889199833019475e+00,1.281164831477516586e+00,9.249966744728931323e-01,-7.408053340189172387e-01,1.467073105870422722e+00,-6.039876200904620296e-01,1.313207095970345462e+00,1.517783559221036249e+00,7.611302041403237295e-01
-3.267829912420731398e-04,-1.846457116213963134e-01,2.170738069178914376e-01,-9.834188371366021642e-01,1.519526793952318933e+00,-4.188442974441915490e-01,7.260748886497351284e-01,2.514464178865376542e+00,3.239354329558992163e-01,5.009682271873220349e-01,9.840075393172990070e-01,7.387736608311613606e-01,6.653559902307368268e-02,2.943105947785490048e-02,1.057286558501857321e-01,6.348541965966695289e-01,4.019201200656264406e-01,4.616005591877898051e-01,-1.242577623830400935e+00,-1.380066266534245578e+00,-1.192749291111849796e+00,-1.116048186424979605e+00,1.467073105870422722e+00,-6.039876200904620296e-01,-3.794042185459705618e-01,1.517783559221036249e+00,-4.223741185197885106e-01,8.351853022068028709e-01,2.111177845414989207e+00,1.678214517249066784e+00,-8.756543173369436550e-01,1.559890748302138253e+00,-2.743678439618643661e-01,1.375000714961715831e+00,3.177444961880802943e+00,1.092251674156401453e+00
